agent_id,timestamp,latitude,longitude,label
ID_000,2025-12-19 20:18:32.335499,24.95137893807365,69.19355522371448,0
ID_000,2025-12-19 20:23:32.335499,24.953378938073648,69.19405522371449,0
ID_000,2025-12-19 20:28:32.335499,24.955378938073647,69.19455522371449,0
ID_000,2025-12-19 20:33:32.335499,24.957378938073646,69.19505522371449,0
ID_000,2025-12-19 20:38:32.335499,24.959378938073645,69.19555522371449,0
ID_000,2025-12-19 20:43:32.335499,24.961378938073643,69.1960552237145,0
ID_000,2025-12-19 20:48:32.335499,24.963378938073642,69.1965552237145,0
ID_000,2025-12-19 20:53:32.335499,24.96537893807364,69.1970552237145,0
ID_000,2025-12-19 20:58:32.335499,24.96737893807364,69.1975552237145,0
ID_000,2025-12-19 21:03:32.335499,24.96937893807364,69.1980552237145,0
ID_000,2025-12-19 21:08:32.335499,24.971378938073638,69.19855522371451,0
ID_000,2025-12-19 21:13:32.335499,24.973378938073637,69.19905522371451,0
ID_000,2025-12-19 21:18:32.335499,24.975378938073636,69.19955522371451,0
ID_000,2025-12-19 21:23:32.335499,24.977378938073635,69.20005522371451,0
ID_000,2025-12-19 21:28:32.335499,24.979378938073634,69.20055522371452,0
ID_000,2025-12-19 21:33:32.335499,24.981378938073632,69.20105522371452,0
ID_000,2025-12-19 21:38:32.335499,24.98337893807363,69.20155522371452,0
ID_000,2025-12-19 21:43:32.335499,24.98537893807363,69.20205522371452,0
ID_000,2025-12-19 21:48:32.335499,24.98737893807363,69.20255522371453,0
ID_000,2025-12-19 21:53:32.335499,24.989378938073628,69.20305522371453,0
ID_000,2025-12-19 21:58:32.335499,24.991378938073627,69.20355522371453,0
ID_000,2025-12-19 22:03:32.335499,24.993378938073626,69.20405522371453,0
ID_000,2025-12-19 22:08:32.335499,24.995378938073625,69.20455522371454,0
ID_000,2025-12-19 22:13:32.335499,24.997378938073624,69.20505522371454,0
ID_000,2025-12-19 22:18:32.335499,24.999378938073622,69.20555522371454,0
ID_000,2025-12-19 22:23:32.335499,25.00137893807362,69.20605522371454,0
ID_000,2025-12-19 22:28:32.335499,25.00337893807362,69.20655522371455,0
ID_000,2025-12-19 22:33:32.335499,25.00537893807362,69.20705522371455,0
ID_000,2025-12-19 22:38:32.335499,25.007378938073618,69.20755522371455,0
ID_000,2025-12-19 22:43:32.335499,25.009378938073617,69.20805522371455,0
ID_000,2025-12-19 22:48:32.335499,25.011378938073616,69.20855522371455,0
ID_000,2025-12-19 22:53:32.335499,25.013378938073615,69.20905522371456,0
ID_000,2025-12-19 22:58:32.335499,25.015378938073614,69.20955522371456,0
ID_000,2025-12-19 23:03:32.335499,25.017378938073612,69.21005522371456,0
ID_000,2025-12-19 23:08:32.335499,25.01937893807361,69.21055522371456,0
ID_000,2025-12-19 23:13:32.335499,25.02137893807361,69.21105522371457,0
ID_000,2025-12-19 23:18:32.335499,25.02337893807361,69.21155522371457,0
ID_000,2025-12-19 23:23:32.335499,25.025378938073608,69.21205522371457,0
ID_000,2025-12-19 23:28:32.335499,25.027378938073607,69.21255522371457,0
ID_000,2025-12-19 23:33:32.335499,25.029378938073606,69.21305522371458,0
ID_001,2025-12-19 20:18:32.335644,25.32951213973627,69.26146003640817,0
ID_001,2025-12-19 20:23:32.335644,25.33151213973627,69.26196003640817,0
ID_001,2025-12-19 20:28:32.335644,25.333512139736268,69.26246003640817,0
ID_001,2025-12-19 20:33:32.335644,25.335512139736267,69.26296003640817,0
ID_001,2025-12-19 20:38:32.335644,25.337512139736265,69.26346003640818,0
ID_001,2025-12-19 20:43:32.335644,25.339512139736264,69.26396003640818,0
ID_001,2025-12-19 20:48:32.335644,25.341512139736263,69.26446003640818,0
ID_001,2025-12-19 20:53:32.335644,25.343512139736262,69.26496003640818,0
ID_001,2025-12-19 20:58:32.335644,25.34551213973626,69.26546003640819,0
ID_001,2025-12-19 21:03:32.335644,25.34751213973626,69.26596003640819,0
ID_001,2025-12-19 21:08:32.335644,25.34951213973626,69.26646003640819,0
ID_001,2025-12-19 21:13:32.335644,25.351512139736258,69.2669600364082,0
ID_001,2025-12-19 21:18:32.335644,25.353512139736257,69.2674600364082,0
ID_001,2025-12-19 21:23:32.335644,25.355512139736256,69.2679600364082,0
ID_001,2025-12-19 21:28:32.335644,25.357512139736254,69.2684600364082,0
ID_001,2025-12-19 21:33:32.335644,25.359512139736253,69.2689600364082,0
ID_001,2025-12-19 21:38:32.335644,25.361512139736252,69.2694600364082,0
ID_001,2025-12-19 21:43:32.335644,25.36351213973625,69.26996003640821,0
ID_001,2025-12-19 21:48:32.335644,25.36551213973625,69.27046003640821,0
ID_001,2025-12-19 21:53:32.335644,25.36751213973625,69.27096003640821,0
ID_001,2025-12-19 21:58:32.335644,25.369512139736248,69.27146003640821,0
ID_001,2025-12-19 22:03:32.335644,25.371512139736247,69.27196003640822,0
ID_001,2025-12-19 22:08:32.335644,25.373512139736246,69.27246003640822,0
ID_001,2025-12-19 22:13:32.335644,25.375512139736244,69.27296003640822,0
ID_001,2025-12-19 22:18:32.335644,25.377512139736243,69.27346003640822,0
ID_001,2025-12-19 22:23:32.335644,25.379512139736242,69.27396003640823,0
ID_001,2025-12-19 22:28:32.335644,25.38151213973624,69.27446003640823,0
ID_001,2025-12-19 22:33:32.335644,25.38351213973624,69.27496003640823,0
ID_001,2025-12-19 22:38:32.335644,25.38551213973624,69.27546003640823,0
ID_001,2025-12-19 22:43:32.335644,25.387512139736238,69.27596003640824,0
ID_001,2025-12-19 22:48:32.335644,25.389512139736237,69.27646003640824,0
ID_001,2025-12-19 22:53:32.335644,25.391512139736236,69.27696003640824,0
ID_001,2025-12-19 22:58:32.335644,25.393512139736234,69.27746003640824,0
ID_001,2025-12-19 23:03:32.335644,25.395512139736233,69.27796003640825,0
ID_001,2025-12-19 23:08:32.335644,25.397512139736232,69.27846003640825,0
ID_001,2025-12-19 23:13:32.335644,25.39951213973623,69.27896003640825,0
ID_001,2025-12-19 23:18:32.335644,25.40151213973623,69.27946003640825,0
ID_001,2025-12-19 23:23:32.335644,25.40351213973623,69.27996003640826,0
ID_001,2025-12-19 23:28:32.335644,25.405512139736228,69.28046003640826,0
ID_001,2025-12-19 23:33:32.335644,25.407512139736227,69.28096003640826,0
ID_002,2025-12-19 20:18:32.335746,25.071216449340433,69.03594162604217,0
ID_002,2025-12-19 20:23:32.335746,25.073216449340432,69.03644162604218,0
ID_002,2025-12-19 20:28:32.335746,25.07521644934043,69.03694162604218,0
ID_002,2025-12-19 20:33:32.335746,25.07721644934043,69.03744162604218,0
ID_002,2025-12-19 20:38:32.335746,25.07921644934043,69.03794162604218,0
ID_002,2025-12-19 20:43:32.335746,25.081216449340427,69.03844162604219,0
ID_002,2025-12-19 20:48:32.335746,25.083216449340426,69.03894162604219,0
ID_002,2025-12-19 20:53:32.335746,25.085216449340425,69.03944162604219,0
ID_002,2025-12-19 20:58:32.335746,25.087216449340424,69.0399416260422,0
ID_002,2025-12-19 21:03:32.335746,25.089216449340423,69.0404416260422,0
ID_002,2025-12-19 21:08:32.335746,25.091216449340422,69.0409416260422,0
ID_002,2025-12-19 21:13:32.335746,25.09321644934042,69.0414416260422,0
ID_002,2025-12-19 21:18:32.335746,25.09521644934042,69.0419416260422,0
ID_002,2025-12-19 21:23:32.335746,25.09721644934042,69.0424416260422,0
ID_002,2025-12-19 21:28:32.335746,25.099216449340418,69.04294162604221,0
ID_002,2025-12-19 21:33:32.335746,25.101216449340416,69.04344162604221,0
ID_002,2025-12-19 21:38:32.335746,25.103216449340415,69.04394162604221,0
ID_002,2025-12-19 21:43:32.335746,25.105216449340414,69.04444162604221,0
ID_002,2025-12-19 21:48:32.335746,25.107216449340413,69.04494162604222,0
ID_002,2025-12-19 21:53:32.335746,25.109216449340412,69.04544162604222,0
ID_002,2025-12-19 21:58:32.335746,25.11121644934041,69.04594162604222,0
ID_002,2025-12-19 22:03:32.335746,25.11321644934041,69.04644162604222,0
ID_002,2025-12-19 22:08:32.335746,25.11521644934041,69.04694162604223,0
ID_002,2025-12-19 22:13:32.335746,25.117216449340408,69.04744162604223,0
ID_002,2025-12-19 22:18:32.335746,25.119216449340406,69.04794162604223,0
ID_002,2025-12-19 22:23:32.335746,25.121216449340405,69.04844162604223,0
ID_002,2025-12-19 22:28:32.335746,25.123216449340404,69.04894162604224,0
ID_002,2025-12-19 22:33:32.335746,25.125216449340403,69.04944162604224,0
ID_002,2025-12-19 22:38:32.335746,25.127216449340402,69.04994162604224,0
ID_002,2025-12-19 22:43:32.335746,25.1292164493404,69.05044162604224,0
ID_002,2025-12-19 22:48:32.335746,25.1312164493404,69.05094162604225,0
ID_002,2025-12-19 22:53:32.335746,25.1332164493404,69.05144162604225,0
ID_002,2025-12-19 22:58:32.335746,25.135216449340398,69.05194162604225,0
ID_002,2025-12-19 23:03:32.335746,25.137216449340396,69.05244162604225,0
