timestamp,latitude,longitude,speed,angle_change,object_type,terrain,visibility,sensor_confidence,label,agent_id,lat_kalman,lon_kalman,dist_moved_m,time_delta_s,speed_m_s,direction,dist_to_border
2026-01-13 14:54:00.969017,23.76904162269092,69.47407424074231,3.223134739552301,0.0,Vehicle,Salt Flat,Night,0.91,0,ID_000,23.76904162269092,69.47407424074231,0.0,0.0,0.0,0.0,0.5259257592576887
2026-01-13 14:54:01.969040,23.8199049297586,69.54759550494204,7.195829999373265,0.6052133083926994,Human,Sandy,Night,0.65,0,ID_000,23.818953556725894,69.546220326014,9202.36170940307,1.000023,9202.150059951691,0.6052133083926994,0.4524044950579622
2026-01-13 14:54:02.969049,23.78948151461948,69.49578496490213,2.667426379746815,3.0343724794569615,Animal,Marshy,Clear,0.69,0,ID_000,23.802344673650367,69.51567241842402,3615.0070293062445,1.000009,3614.974494535794,-2.6435995193299253,0.5042150350978716
2026-01-13 14:54:03.969055,23.849518509056075,69.47246501139087,6.342798379936073,1.4095911247698005,Vehicle,Sandy,Foggy,0.77,0,ID_000,23.839049185700343,69.4872329852926,5002.6526648514255,1.000006,5002.622649115531,2.2299946630798595,0.5275349886091334
2026-01-13 14:54:04.969062,23.78167310528038,69.5308681749083,4.010238116682655,3.08508705679,Drone,Marshy,Clear,0.75,0,ID_000,23.809371163359366,69.51303789445615,4216.664289258192,1.000007,4216.634772814782,-0.8550923937101402,0.4691318250916936
2026-01-13 14:54:05.969068,23.76522007933463,69.47927334444313,3.364953541132162,1.3312395319450487,Drone,Salt Flat,Foggy,0.56,0,ID_000,23.783277000874122,69.49458434751544,3455.997312302189,1.000006,3455.9765764427307,-2.186331925655189,0.5207266555568708
2026-01-13 14:54:06.969073,23.75126189598273,69.54156100483046,3.916502156624164,1.4872426457527919,Drone,Marshy,Foggy,0.83,0,ID_000,23.76109942043113,69.52096321835654,3645.1279441274833,1.000005,3645.1097185788904,-0.6990892799023973,0.45843899516954423
2026-01-13 14:54:07.969079,23.78846066725042,69.47541602074284,3.5126002735556927,2.8616488470504358,Animal,Salt Flat,Clear,0.89,0,ID_000,23.771539148391273,69.49753200985532,2652.0401355384133,1.000006,2652.024223393073,2.7224471802267534,0.5245839792571587
2026-01-13 14:54:08.969084,23.82171751944303,69.5359606137161,3.7740224328704985,1.8057087268317007,Drone,Salt Flat,Night,0.6,0,ID_000,23.7985832449295,69.51826475011868,3673.326404458241,1.000005,3673.3080379180515,0.9167384533950527,0.4640393862839005
2026-01-13 14:54:09.969089,23.83639843659472,69.53745127007195,4.039457138409929,0.16127529021918363,Vehicle,Salt Flat,Foggy,0.55,0,ID_000,23.823203190395475,69.53148486572911,3050.122246021338,1.000005,3050.1069954863606,1.0780137436142365,0.4625487299280451
2026-01-13 14:54:10.969093,23.793209959656103,69.5241052560967,2.917059396253392,2.725732743477143,Vehicle,Salt Flat,Clear,0.84,0,ID_000,23.81132538794673,69.53056938704297,1324.0305498318046,1.000004,1324.0252537307897,-1.6477189998629063,0.47589474390329656
2026-01-13 14:54:11.969098,23.76988426960908,69.48691637947744,3.335387690500999,0.7304311744730789,Animal,Sandy,Clear,0.58,0,ID_000,23.789106276835067,69.50735253801605,3418.1008746981797,1.000005,3418.083784279258,-2.3781501743359854,0.5130836205225648
2026-01-13 14:54:12.969102,23.790152952815184,69.5183130341103,3.32502963214076,2.010605705322483,Animal,Sandy,Night,0.58,0,ID_000,23.78750397668725,69.51151391441469,459.3705542153026,1.000004,459.3687167404357,-0.3675444690135018,0.4816869658896934
2026-01-13 14:54:13.969107,23.797927230141816,69.46521460142402,3.584712077634108,2.931122309975139,Animal,Marshy,Foggy,0.87,0,ID_000,23.791866885216045,69.48396661219105,2844.5288985546704,1.000005,2844.5146759812906,2.984518528190945,0.534785398575977
2026-01-13 14:54:14.969111,23.83817431593008,69.54715160539062,3.0855551095548304,2.29402447774622,Vehicle,Marshy,Night,0.68,0,ID_000,23.81822058765809,69.5158653704688,4372.490150967177,1.000004,4372.472661076534,0.6904940504447249,0.45284839460937576
2026-01-13 14:54:15.969116,23.79929362962233,69.52112842359814,3.714566762939105,1.67363201299595,Animal,Marshy,Clear,0.55,0,ID_000,23.81095833426893,69.52070326251332,945.6774710536357,1.000005,945.6727426899222,-0.9831379625512253,0.4788715764018576
2026-01-13 14:54:16.969120,23.761430680963286,69.45177552030748,3.394228855806248,1.5342022882017188,Drone,Sandy,Foggy,0.72,0,ID_000,23.78360909676489,69.48273657693242,4916.222956679594,1.000004,4916.203291866427,-2.517340250752944,0.5482244796925215
2026-01-13 14:54:17.969125,23.77783339275877,69.46081385379314,4.169675211469408,0.2563795590949405,Human,Sandy,Foggy,0.6,0,ID_000,23.776998820604483,69.46558565010676,1893.653238391048,1.000005,1893.643770172197,-2.7737198098478846,0.539186146206859
2026-01-13 14:54:18.969133,23.81900201226827,69.54247206664958,3.545303078122961,3.01181259496581,Animal,Marshy,Foggy,0.63,0,ID_000,23.798182305725025,69.50457900809607,4614.062175217502,1.000008,4614.025263015398,0.49765290236589166,0.45752793335041986
2026-01-13 14:54:19.969139,23.757386446360705,69.50976155169539,2.646209907748105,1.8352579019569477,Animal,Marshy,Foggy,0.67,0,ID_000,23.775773560608144,69.50990135792725,2549.9082620766594,1.000006,2549.892962718883,-1.337604999591056,0.49023844830460916
2026-01-13 14:54:20.969144,23.764928356775137,69.51465237771973,6.40330849659273,0.28387554918785085,Animal,Marshy,Clear,0.91,0,ID_000,23.766903520794425,69.51494551600337,1111.8774485224128,1.000005,1111.871889162967,-1.0537294504032049,0.4853476222802726
2026-01-13 14:54:21.969150,23.767137086682563,69.47580892750247,3.2736158932712995,1.9479806759484057,Vehicle,Sandy,Night,0.59,0,ID_000,23.764032744947546,69.4945567858378,2099.2891903483337,1.000006,2099.2765946887657,-3.0017101263516106,0.5241910724975298
2026-01-13 14:54:22.969155,23.776802281495726,69.52405632748842,2.605279605552117,2.9674834845231395,Drone,Sandy,Night,0.76,0,ID_000,23.76904698799618,69.50999784268365,1667.3463569513465,1.000005,1667.3380202612452,0.3139916963048357,0.4759436725115762
2026-01-13 14:54:23.969159,23.75755605975422,69.46262978409,6.052508751115167,3.1044238250682596,Drone,Salt Flat,Clear,0.97,0,ID_000,23.761628463556736,69.48388709097654,2782.2841928499865,1.000004,2782.273063757732,-2.8647697858064904,0.537370215910002
2026-01-13 14:54:24.969164,23.818701753473416,69.54512728862744,3.839762004911832,2.6475960457599124,Human,Salt Flat,Night,0.91,0,ID_000,23.793012417438028,69.51619972329509,4794.722616788791,1.000005,4794.698643295575,0.7708194756131834,0.454872711372559
2026-01-13 14:54:25.969168,23.763135934636576,69.45554617570129,6.8505428525486485,2.7704308853855864,Vehicle,Marshy,Foggy,0.96,0,ID_000,23.77940469159693,69.48398368518146,3610.3459292798843,1.000004,3610.331487953933,-2.7419349461808165,0.5444538242987136
2026-01-13 14:54:26.969173,23.80650277588459,69.49120322462274,4.441579945874677,2.0442690489125077,Human,Marshy,Foggy,0.67,0,ID_000,23.795394064931706,69.4851660892944,1782.0030064412783,1.000005,1781.994096470796,1.4969813120862623,0.5087967753772631
2026-01-13 14:54:27.969177,23.760050755148733,69.53983357684939,8.311200224051083,2.035330646823764,Animal,Salt Flat,Clear,0.55,0,ID_000,23.77756596233393,69.5150195034625,3627.2181970153906,1.000004,3627.203688200638,-0.5383493347375016,0.4601664231506106
2026-01-13 14:54:28.969182,23.81312477786692,69.5306309958461,4.236895182938701,1.5453202537398205,Vehicle,Salt Flat,Night,0.95,0,ID_000,23.797130862753452,69.52739022207625,2513.407381423825,1.000005,2513.3948144497526,1.0069709190023184,0.46936900415390426
2026-01-13 14:54:29.969187,23.75795422061318,69.46294564624293,3.980366091706557,2.684036170057623,Human,Salt Flat,Clear,0.61,0,ID_000,23.776774135452403,69.49414388350029,4070.2527446782988,1.000005,4070.232393516331,-2.592178218119645,0.5370543537570711
2026-01-13 14:54:30.969192,23.79866571196277,69.46185883555515,4.295440450772853,1.0338101686816241,Drone,Marshy,Clear,0.79,0,ID_000,23.787857168698412,69.4730819200634,2472.1817034588407,1.000005,2472.1693426121274,2.6571969203783166,0.5381411644448519
2026-01-13 14:54:31.969198,23.836312592457396,69.49682901966537,8.31881005021145,1.391518092819354,Animal,Sandy,Foggy,0.96,0,ID_000,23.816517541491873,69.4821085725806,3316.5667153825375,1.000006,3316.546816101641,1.2656788275589625,0.5031709803346303
2026-01-13 14:54:32.969804,23.769529220994823,69.5016658580582,3.8766473076233456,2.431381002194163,Vehicle,Sandy,Clear,0.67,0,ID_000,23.794064970174965,69.49173648179084,2681.8794853273707,1.000606,2680.2552506454795,-1.1657021746352005,0.4983341419417968
2026-01-13 14:54:33.969815,23.82871624149642,69.5233323052308,7.261465085432267,1.979238332356223,Drone,Marshy,Foggy,0.57,0,ID_000,23.813771052553495,69.51036365839076,2897.006507122536,1.000011,2896.9746404014913,0.813536157721023,0.4766676947692048
2026-01-13 14:54:34.969821,23.818697403053392,69.52497555743632,3.271656246426213,0.3600557180675015,Animal,Sandy,Night,0.81,0,ID_000,23.8193619790551,69.52183564045642,1322.2604950030147,1.000006,1322.2525614876458,0.45348043965352136,0.47502444256367937
2026-01-13 14:54:35.969826,23.80245098243492,69.49348760633504,2.5930620542100584,3.0817480998473283,Drone,Salt Flat,Foggy,0.7,0,ID_000,23.812191611726245,69.509116183503,1519.8333951886464,1.000005,1519.8257960596661,-2.628267660193807,0.5065123936649627
